text,intent
I did take ibuprofen,confirm_dose
I confirm panadol taken,confirm_dose
I've consumed aspirin,confirm_dose
took paracetamol earlier,confirm_dose
already done with metformin,confirm_dose
I took vitamin D pill,confirm_dose
ibuprofen is taken,confirm_dose
just completed panadol,confirm_dose
I have taken aspirin dose,confirm_dose
yep swallowed paracetamol,confirm_dose
I took metformin late,confirm_dose
just had vitamin D,confirm_dose
remind me in 20 minutes,snooze_reminder
snooze for 30 minutes,snooze_reminder
remind me in 40 minutes,snooze_reminder
delay for 25 minutes,snooze_reminder
push back 15 minutes,snooze_reminder
snooze 45 minutes,snooze_reminder
remind me in 50 minutes,snooze_reminder
postpone 35 minutes,snooze_reminder
delay 20 mins,snooze_reminder
snooze half hour,snooze_reminder
remind me in 1.5 hours,snooze_reminder
push it 40 minutes,snooze_reminder
delay 15 mins please,snooze_reminder
snooze 25 min,snooze_reminder
remind me in 55 minutes,snooze_reminder
postpone half an hour,snooze_reminder
delay it 30 mins,snooze_reminder
snooze for 20 min,snooze_reminder
remind me in 35 mins,snooze_reminder
push back half hour,snooze_reminder
did I take aspirin today,query_history
when did I last take paracetamol,query_history
have I taken metformin,query_history
show vitamin D history,query_history
did I take ibuprofen this morning,query_history
when was my last panadol,query_history
have I had aspirin today,query_history
check if I took paracetamol,query_history
did I take my metformin,query_history
when did I have vitamin D,query_history
have I taken ibuprofen,query_history
show panadol records,query_history
did I take my aspirin dose,query_history
when was paracetamol taken,query_history
have I had metformin today,query_history
check vitamin D log,query_history
did I complete ibuprofen,query_history
when did I take panadol,query_history
have I taken my aspirin,query_history
show my paracetamol history,query_history
what's my adherence,adherence_summary
how many doses taken,adherence_summary
show my stats,adherence_summary
am I on track,adherence_summary
how's my compliance,adherence_summary
what's my success rate,adherence_summary
how many missed,adherence_summary
show adherence,adherence_summary
am I doing well,adherence_summary
what's my percentage,adherence_summary
how many on time,adherence_summary
show my record,adherence_summary
am I consistent,adherence_summary
what's my score,adherence_summary
how many skipped,adherence_summary
show my performance,adherence_summary
am I improving,adherence_summary
what's my rate,adherence_summary
how many late,adherence_summary
show compliance,adherence_summary
change aspirin dosage to 100mg,update_medication
update paracetamol to 1000mg,update_medication
modify metformin dosage,update_medication
increase vitamin D,update_medication
reduce ibuprofen dose,update_medication
change panadol amount,update_medication
update aspirin strength,update_medication
modify paracetamol frequency,update_medication
increase metformin to 1000mg,update_medication
reduce vitamin D to 500iu,update_medication
change ibuprofen to 400mg,update_medication
update panadol dosage,update_medication
modify aspirin amount,update_medication
increase paracetamol dose,update_medication
reduce metformin strength,update_medication
change vitamin D frequency,update_medication
update ibuprofen amount,update_medication
modify panadol strength,update_medication
increase aspirin dosage,update_medication
reduce paracetamol to 500mg,update_medication
next medication,check_next_dose
upcoming dose,check_next_dose
next pill time,check_next_dose
when's next,check_next_dose
next dose,check_next_dose
upcoming medication,check_next_dose
next tablet,check_next_dose
when next dose,check_next_dose
next med,check_next_dose
upcoming pill,check_next_dose
next scheduled,check_next_dose
when's upcoming,check_next_dose
next medication time,check_next_dose
upcoming dose time,check_next_dose
next pill,check_next_dose
when am I due,check_next_dose
next scheduled dose,check_next_dose
upcoming med,check_next_dose
next dose time,check_next_dose
when do I take next,check_next_dose
list my medications,medication_info
what meds do I have,medication_info
show medications,medication_info
my medication list,medication_info
what pills am I on,medication_info
show my meds,medication_info
medication details,medication_info
what do I take,medication_info
show prescriptions,medication_info
my pills,medication_info
what medications,medication_info
show med list,medication_info
my prescriptions,medication_info
what am I taking,medication_info
show pill list,medication_info
medication info,medication_info
what meds,medication_info
show my pills,medication_info
my meds,medication_info
what do I take daily,medication_info
show my schedule,check_schedule
what's scheduled,check_schedule
today's doses,check_schedule
my schedule,check_schedule
what's planned,check_schedule
show doses,check_schedule
today's meds,check_schedule
schedule please,check_schedule
what pills today,check_schedule
show today,check_schedule
my doses,check_schedule
what's today,check_schedule
show medication schedule,check_schedule
today's pills,check_schedule
schedule for today,check_schedule
what do I take today,check_schedule
show my meds today,check_schedule
today's schedule,check_schedule
what's on schedule,check_schedule
show pills today,check_schedule
hi there,general
hello there,general
hey there,general
good afternoon,general
how's it going,general
what's up,general
yo,general
sup,general
heya,general
howdy,general
greetings,general
hi again,general
hello again,general
hey again,general
thanks a lot,general
thank you so much,general
thanks very much,general
appreciate it,general
cheers,general
much appreciated,general
thank you very much,general
thanks mate,general
ty,general
thx,general
tyvm,general
ok thanks,general
okay cool,general
ok great,general
sounds perfect,general
that's great,general
wonderful,general
excellent,general
fantastic,general
brilliant,general
amazing,general
terrific,general
superb,general
lovely,general
splendid,general
marvelous,general
understood,general
I understand,general
makes sense,general
I see,general
right,general
I get it,general
clear,general
copy that,general
roger,general
affirmative,general
can you help,general
I need help,general
help me,general
assist me,general
I need assistance,general
support please,general
guide me,general
show me,general
explain please,general
tell me,general
what do you do,general
what can you do,general
how do you work,general
what are your features,general
what's your function,general
how can you help,general
what can you help with,general
what do you offer,general
tell me about yourself,general
introduce yourself,general
goodbye now,general
bye bye,general
see ya,general
catch you,general
later gator,general
peace out,general
I'm off,general
gotta go,general
talk soon,general
until next time,general
what medications do I have,medication_info
what meds do I have,medication_info
what pills do I have,medication_info
what medications do I have registered,medication_info
what meds do I have in my list,medication_info
what pills do I have tracked,medication_info
which medications do I have,medication_info
which meds do I have,medication_info
which pills do I have,medication_info
what medications am I on,medication_info
what meds am I on,medication_info
what pills am I on,medication_info
tell me what medications I have,medication_info
show me what medications I have,medication_info
list what medications I have,medication_info
what medications have I added,medication_info
what meds have I added,medication_info
what pills have I added,medication_info
what are my medications,medication_info
what are my meds,medication_info
what are my pills,medication_info
i have taken it,confirm_dose
I have taken it,confirm_dose
taken it,confirm_dose
I took it,confirm_dose
took it,confirm_dose
had it,confirm_dose
I had it,confirm_dose
done it,confirm_dose
I done it,confirm_dose
finished it,confirm_dose
I finished it,confirm_dose
completed it,confirm_dose
I completed it,confirm_dose
I have had it,confirm_dose
have taken it,confirm_dose
have had it,confirm_dose
just took it,confirm_dose
just had it,confirm_dose
just taken it,confirm_dose
already took it,confirm_dose
already taken it,confirm_dose
already had it,confirm_dose
I already took it,confirm_dose
I already had it,confirm_dose
I just took it,confirm_dose
I just had it,confirm_dose
what medications do I have tonight,check_schedule
what meds do I have tonight,check_schedule
what pills do I have tonight,check_schedule
what medications tonight,check_schedule
what meds tonight,check_schedule
what pills tonight,check_schedule
what medications do I have this morning,check_schedule
what meds do I have this morning,check_schedule
what pills do I have this morning,check_schedule
what medications this morning,check_schedule
what meds this morning,check_schedule
what pills this morning,check_schedule
what medications do I have this afternoon,check_schedule
what meds do I have this afternoon,check_schedule
what pills do I have this afternoon,check_schedule
what medications this afternoon,check_schedule
what meds this afternoon,check_schedule
what pills this afternoon,check_schedule
what medications do I have this evening,check_schedule
what meds do I have this evening,check_schedule
what pills do I have this evening,check_schedule
change aspirin time to 9am,change_schedule
change paracetamol time to 8pm,change_schedule
change my medication time to 7am,change_schedule
change the time to 6pm,change_schedule
change time to 9am,change_schedule
update aspirin time to 9am,change_schedule
update medication time to 8pm,change_schedule
modify aspirin time to 9am,change_schedule
set aspirin time to 9am,change_schedule
switch aspirin time to 9am,change_schedule
change aspirin to 9am,change_schedule
change paracetamol to 8pm,change_schedule
change metformin to 7am,change_schedule
change vitamin d to 6pm,change_schedule
change ibuprofen to 10am,change_schedule
change my aspirin to 9am,change_schedule
change my paracetamol to 8pm,change_schedule
reschedule aspirin to 9am,change_schedule
reschedule paracetamol to 8pm,change_schedule
update aspirin to 9am,change_schedule
update paracetamol to 8pm,change_schedule
move aspirin to 9am,change_schedule
move paracetamol to 8pm,change_schedule
switch aspirin to 9am,change_schedule
switch paracetamol to 8pm,change_schedule
register a new medicine,add_medication
I need to start taking lipitor,add_medication
my doctor prescribed me atorvastatin,add_medication
can you help me track lisinopril,add_medication
put metoprolol on my list,add_medication
I'm starting a new medication called prozac,add_medication
doctor wants me on metformin,add_medication
I got prescribed aspirin,add_medication
need to add a pill to my routine,add_medication
can you register this medication for me,add_medication
I have a new prescription,add_medication
doctor gave me a new drug,add_medication
I'm supposed to take lipitor now,add_medication
need to log a new medicine,add_medication
starting treatment with atorvastatin,add_medication
just swallowed my lipitor,confirm_dose
I already took the prozac,confirm_dose
finished my lisinopril dose,confirm_dose
took the metoprolol just now,confirm_dose
atorvastatin is done for today,confirm_dose
just had my medication,confirm_dose
swallowed my pills,confirm_dose
medication taken,confirm_dose
I popped my pill,confirm_dose
finished taking my dose,confirm_dose
just consumed my medication,confirm_dose
had my medicine,confirm_dose
what pills am I supposed to be taking,medication_info
tell me my medicine list,medication_info
what's on my medication schedule,medication_info
which drugs do I need to take,medication_info
show me my pills,medication_info
what medicines am I on,medication_info
list my prescriptions,medication_info
what drugs am I taking,medication_info
tell me about my medications,medication_info
what's coming up next for my meds,check_next_dose
which drugs do I need to take soon,check_next_dose
what pill is next,check_next_dose
what should I take next,check_next_dose
what's my next medication,check_next_dose
which medicine is coming up,check_next_dose
I'm not taking my lipitor today,skip_dose
gonna skip the prozac this time,skip_dose
don't want to take atorvastatin tonight,skip_dose
I'll pass on the lisinopril,skip_dose
not feeling the metoprolol right now,skip_dose
I'm skipping this dose,skip_dose
won't take this one,skip_dose
not taking it today,skip_dose
I'll miss this dose,skip_dose
don't feel like taking it,skip_dose
did I remember to take anything today,query_history
what have I already swallowed today,query_history
which pills did I take so far,query_history
remind me what I've taken,query_history
what did I consume today,query_history
have I taken my medication,query_history
what medicines did I already take,query_history
did I take my pills,query_history
move my lipitor to 10pm instead,change_schedule
can we shift prozac to noon,change_schedule
I want to take atorvastatin earlier,change_schedule
switch lisinopril to 8am,change_schedule
reschedule my medication,change_schedule
change the timing,change_schedule
different time for my pill,change_schedule
adjust my medication schedule,change_schedule
how's my medication compliance,adherence_summary
am I doing okay with remembering my pills,adherence_summary
how well am I sticking to my schedule,adherence_summary
what's my adherence rate,adherence_summary
am I taking my meds regularly,adherence_summary
how consistent am I,adherence_summary
give me my pill-taking stats,adherence_summary
what's my schedule for the day,check_schedule
show me today's medications,check_schedule
what do I need to take today,check_schedule
today's pill schedule,check_schedule
what medicines are scheduled,check_schedule
my daily medication plan,check_schedule
get rid of lipitor,delete_medication
I don't need prozac anymore,delete_medication
stop tracking atorvastatin,delete_medication
take lisinopril off my list,delete_medication
I'm done with metoprolol,delete_medication
discontinue this medication,delete_medication
I quit taking this pill,delete_medication
no longer on this medicine,delete_medication
register a new medicine called lipitor,add_medication
I need to start taking prozac,add_medication
my doctor prescribed me atorvastatin,add_medication
can you help me track lisinopril,add_medication
put metoprolol on my list,add_medication
I'm on a new medication called zoloft,add_medication
doctor wants me to take crestor,add_medication
starting a new drug called nexium,add_medication
been prescribed omeprazole,add_medication
need to add wellbutrin to my meds,add_medication
got a prescription for synthroid,add_medication
doctor gave me lexapro,add_medication
I'm supposed to take cymbalta,add_medication
need to log abilify,add_medication
track this medication for me: advair,add_medication
help me remember to take celebrex,add_medication
I'm taking humira now,add_medication
just started on lantus,add_medication
my new prescription is lyrica,add_medication
beginning treatment with ritalin,add_medication
just swallowed my lipitor,confirm_dose
I already took the prozac,confirm_dose
finished my dose,confirm_dose
took the pill,confirm_dose
just had my medication,confirm_dose
swallowed the tablet,confirm_dose
consumed my dose,confirm_dose
ingested my medicine,confirm_dose
downed my pill,confirm_dose
took my meds,confirm_dose
had my medication,confirm_dose
finished taking it,confirm_dose
done with my dose,confirm_dose
already swallowed it,confirm_dose
took it already,confirm_dose
just took it,confirm_dose
medicine taken,confirm_dose
dose complete,confirm_dose
pill consumed,confirm_dose
medication ingested,confirm_dose
what pills am I supposed to be taking,medication_info
tell me my medicine list,medication_info
what's on my medication schedule,medication_info
which drugs do I need,medication_info
show my prescriptions,medication_info
list my meds,medication_info
what am I taking,medication_info
my medication list,medication_info
what medicines do I have,medication_info
which pills am I on,medication_info
display my drugs,medication_info
tell me what I'm taking,medication_info
show me my prescriptions,medication_info
what medications am I on,medication_info
list all my pills,medication_info
which drugs am I supposed to take,medication_info
what's coming up next for my meds,check_next_dose
what do I need to take soon,check_next_dose
which medication is next,check_next_dose
what's my next pill,check_next_dose
when do I take my next dose,check_next_dose
what medication is coming up,check_next_dose
which pill is next,check_next_dose
what's the next medication,check_next_dose
upcoming medication,check_next_dose
next pill time,check_next_dose
what should I take next,check_next_dose
when's my next medication,check_next_dose
which dose is coming up,check_next_dose
I'm not taking my lipitor today,skip_dose
gonna skip the prozac,skip_dose
don't want to take it,skip_dose
I'll pass on this dose,skip_dose
not feeling it right now,skip_dose
skipping this one,skip_dose
won't take it today,skip_dose
I'm going to miss this dose,skip_dose
not taking this,skip_dose
passing on my medication,skip_dose
I'll skip today's dose,skip_dose
don't feel like taking it,skip_dose
not gonna take it,skip_dose
I'm skipping,skip_dose
won't be taking my meds,skip_dose
did I remember to take anything,query_history
what have I already swallowed,query_history
which pills did I take,query_history
remind me what I've taken,query_history
have I taken my meds,query_history
did I take my medication,query_history
what did I already take,query_history
which doses are complete,query_history
tell me what I took,query_history
have I had my pills today,query_history
did I consume my medication,query_history
which meds did I finish,query_history
what have I ingested,query_history
show me what I took,query_history
move my lipitor to 10pm,change_schedule
can we shift prozac to noon,change_schedule
I want to take it earlier,change_schedule
switch the time,change_schedule
change when I take it,change_schedule
move the dose time,change_schedule
shift my medication time,change_schedule
reschedule my dose,change_schedule
different time please,change_schedule
update the time,change_schedule
modify when I take it,change_schedule
adjust the schedule,change_schedule
new time for this med,change_schedule
switch to a different time,change_schedule
how's my medication compliance,adherence_summary
am I doing okay with my pills,adherence_summary
how well am I taking my meds,adherence_summary
my adherence stats,adherence_summary
medication tracking report,adherence_summary
how compliant am I,adherence_summary
am I remembering my pills,adherence_summary
how's my pill taking going,adherence_summary
medication adherence check,adherence_summary
how good am I at taking meds,adherence_summary
compliance report,adherence_summary
am I taking my meds properly,adherence_summary
show today's medication plan,check_schedule
what's my pill schedule,check_schedule
medication agenda for today,check_schedule
today's dose schedule,check_schedule
what pills when,check_schedule
my medication timetable,check_schedule
dose schedule today,check_schedule
what should I take when,check_schedule
medication timeline,check_schedule
daily pill schedule,check_schedule
remind me later,snooze_reminder
I'll take it in a bit,snooze_reminder
postpone this reminder,snooze_reminder
remind me again soon,snooze_reminder
I'll do it later,snooze_reminder
not right now,snooze_reminder
remind me in a few,snooze_reminder
I'll take it shortly,snooze_reminder
give me some time,snooze_reminder
ping me again later,snooze_reminder
remove lipitor from my list,delete_medication
stop tracking prozac,delete_medication
I'm not taking atorvastatin anymore,delete_medication
discontinue lisinopril,delete_medication
take metoprolol off my list,delete_medication
doctor stopped my zoloft,delete_medication
no longer on crestor,delete_medication
finished my course of nexium,delete_medication
don't need omeprazole anymore,delete_medication
remove wellbutrin,delete_medication
delete synthroid,delete_medication
stop monitoring lexapro,delete_medication
I quit taking cymbalta,delete_medication
unregister abilify,delete_medication
increase my lipitor dosage,update_medication
decrease the prozac dose,update_medication
change my atorvastatin amount,update_medication
update lisinopril dosage,update_medication
modify metoprolol dose,update_medication
adjust my zoloft amount,update_medication
new dosage for crestor,update_medication
different dose amount,update_medication
change how much I take,update_medication
update the quantity,update_medication
which drugs do I need to take soon,check_next_dose
what pills should I take soon,check_next_dose
which medications are coming up,check_next_dose
what do I need to take in the near future,check_next_dose
upcoming pills,check_next_dose
what medications should I take shortly,check_next_dose
which drugs are next,check_next_dose
what pills are approaching,check_next_dose
imminent doses,check_next_dose
soon medications,check_next_dose
what's my next pill to take,check_next_dose
which medication should I prepare,check_next_dose
move lipitor to 10pm,change_schedule
move prozac to 8am,change_schedule
move atorvastatin to noon,change_schedule
shift lipitor to evening,change_schedule
shift prozac to morning,change_schedule
relocate atorvastatin to 9pm,change_schedule
transfer lipitor to 11pm,change_schedule
switch lipitor to 10pm,change_schedule
change lipitor to 10pm,change_schedule
update lipitor to 10pm,change_schedule
lipitor to 10pm,change_schedule
prozac to 8am,change_schedule
move my lipitor,change_schedule
shift my prozac,change_schedule
relocate my atorvastatin,change_schedule
move medication to different time,change_schedule
shift dose time,change_schedule
lipitor new time 10pm,change_schedule
prozac different time 8am,change_schedule
I'm not taking lipitor today,skip_dose
not taking prozac today,skip_dose
won't take atorvastatin today,skip_dose
skipping lisinopril today,skip_dose
not doing metoprolol today,skip_dose
lipitor skip today,skip_dose
prozac skip,skip_dose
not taking this medication today,skip_dose
won't be taking it today,skip_dose
I'll skip this medication today,skip_dose
my doctor just prescribed zoloft,add_medication
doctor prescribed me crestor,add_medication
just got prescribed nexium,add_medication
physician gave me omeprazole,add_medication
my doctor wants me on wellbutrin,add_medication
been prescribed lipitor by my doctor,add_medication
doctor put me on prozac,add_medication
just got a prescription for atorvastatin,add_medication
my physician prescribed metformin,add_medication
doctor started me on lisinopril,add_medication
starting zoloft today,add_medication
beginning crestor treatment,add_medication
commencing nexium therapy,add_medication
initiating omeprazole,add_medication
I'm starting wellbutrin,add_medication
beginning treatment with lipitor,add_medication
starting on prozac,add_medication
I'm beginning atorvastatin,add_medication
starting my metformin regimen,add_medication
commencing lisinopril therapy,add_medication
just finished my zoloft,confirm_dose
already swallowed zoloft,confirm_dose
zoloft is done,confirm_dose
took zoloft just now,confirm_dose
consumed my zoloft,confirm_dose
finished taking zoloft,confirm_dose
swallowed my zoloft,confirm_dose
had my zoloft,confirm_dose
ingested zoloft,confirm_dose
zoloft taken,confirm_dose
just finished my crestor,confirm_dose
already swallowed crestor,confirm_dose
crestor is done,confirm_dose
took crestor just now,confirm_dose
consumed my crestor,confirm_dose
just finished my nexium,confirm_dose
already swallowed nexium,confirm_dose
nexium is done,confirm_dose
took nexium just now,confirm_dose
consumed my nexium,confirm_dose
just finished my omeprazole,confirm_dose
already swallowed omeprazole,confirm_dose
omeprazole is done,confirm_dose
took omeprazole just now,confirm_dose
consumed my omeprazole,confirm_dose
just finished my wellbutrin,confirm_dose
already swallowed wellbutrin,confirm_dose
wellbutrin is done,confirm_dose
took wellbutrin just now,confirm_dose
consumed my wellbutrin,confirm_dose
just finished my lipitor,confirm_dose
already swallowed lipitor,confirm_dose
lipitor is done,confirm_dose
took lipitor just now,confirm_dose
consumed my lipitor,confirm_dose
which drugs are coming up next,check_next_dose
what medications are coming up,check_next_dose
which pills are next,check_next_dose
what drugs should I take next,check_next_dose
what medications should I prepare,check_next_dose
which pills should I get ready,check_next_dose
what's my upcoming medication,check_next_dose
next medication please,check_next_dose
upcoming pill,check_next_dose
what should I prepare to take,check_next_dose
which medication is approaching,check_next_dose
what pills do I need soon,check_next_dose
next dose coming up,check_next_dose
imminent medication,check_next_dose
what medications should I prepare soon,check_next_dose
show me what I'm supposed to take,check_schedule
tell me my pill schedule,check_schedule
what's my medication timetable,check_schedule
show my dose schedule,check_schedule
medication agenda,check_schedule
pill schedule for today,check_schedule
what's my dosing schedule,check_schedule
medication timeline,check_schedule
dose timetable,check_schedule
show schedule,check_schedule
not gonna take zoloft today,skip_dose
I'll pass on zoloft,skip_dose
skipping zoloft,skip_dose
won't be taking zoloft,skip_dose
don't feel like taking zoloft,skip_dose
not gonna take crestor today,skip_dose
I'll pass on crestor,skip_dose
skipping crestor,skip_dose
won't be taking crestor,skip_dose
don't feel like taking crestor,skip_dose
not gonna take nexium today,skip_dose
I'll pass on nexium,skip_dose
skipping nexium,skip_dose
won't be taking nexium,skip_dose
don't feel like taking nexium,skip_dose
not gonna take omeprazole today,skip_dose
I'll pass on omeprazole,skip_dose
skipping omeprazole,skip_dose
won't be taking omeprazole,skip_dose
don't feel like taking omeprazole,skip_dose
not gonna take wellbutrin today,skip_dose
I'll pass on wellbutrin,skip_dose
skipping wellbutrin,skip_dose
won't be taking wellbutrin,skip_dose
don't feel like taking wellbutrin,skip_dose
what have I already consumed,query_history
which pills have I already consumed,query_history
what have I ingested,query_history
which medications have I consumed,query_history
what pills did I consume,query_history
medications consumed today,query_history
pills ingested today,query_history
what have I swallowed today,query_history
consumed medications,query_history
ingested pills,query_history
remind me what I took,query_history
tell me what I took,query_history
what did I take,query_history
remind me of my doses,query_history
what doses did I take,query_history
which pills have I swallowed so far,query_history
medications taken so far,query_history
pills consumed so far,query_history
what have I had today,query_history
doses taken today,query_history
did I remember my meds today,query_history
have I taken my meds,query_history
did I take all my pills today,query_history
have I had my medications,query_history
did I take my medications today,query_history
shift zoloft to 9am,change_schedule
relocate zoloft to 9am,change_schedule
transfer zoloft to 9am,change_schedule
switch zoloft to 9am,change_schedule
move zoloft to 9am,change_schedule
shift crestor to 11pm,change_schedule
relocate crestor to 11pm,change_schedule
transfer crestor to 11pm,change_schedule
switch crestor to 11pm,change_schedule
move crestor to 11pm,change_schedule
shift nexium to 7am,change_schedule
relocate nexium to 7am,change_schedule
transfer nexium to 7am,change_schedule
switch nexium to 7am,change_schedule
move nexium to 7am,change_schedule
shift omeprazole to 10am,change_schedule
relocate omeprazole to 10am,change_schedule
transfer omeprazole to 10am,change_schedule
switch omeprazole to 10am,change_schedule
move omeprazole to 10am,change_schedule
shift wellbutrin to 3pm,change_schedule
relocate wellbutrin to 3pm,change_schedule
transfer wellbutrin to 3pm,change_schedule
switch wellbutrin to 3pm,change_schedule
move wellbutrin to 3pm,change_schedule
increase zoloft to 100mg,update_medication
increase zoloft dosage to 100mg,update_medication
raise zoloft to 100mg,update_medication
up zoloft to 100mg,update_medication
zoloft increase to 100mg,update_medication
decrease crestor to 5mg,update_medication
decrease crestor dosage to 5mg,update_medication
lower crestor to 5mg,update_medication
reduce crestor to 5mg,update_medication
crestor decrease to 5mg,update_medication
change nexium amount to 20mg,update_medication
change nexium dosage to 20mg,update_medication
update nexium to 20mg,update_medication
modify nexium to 20mg,update_medication
nexium change to 20mg,update_medication
change omeprazole to 40mg,update_medication
update omeprazole dosage to 40mg,update_medication
modify omeprazole to 40mg,update_medication
adjust omeprazole to 40mg,update_medication
omeprazole update to 40mg,update_medication
stop tracking wellbutrin,delete_medication
I'm not on wellbutrin anymore,delete_medication
discontinue wellbutrin,delete_medication
remove wellbutrin from list,delete_medication
wellbutrin discontinued,delete_medication
stop tracking zoloft,delete_medication
I'm not on zoloft anymore,delete_medication
discontinue zoloft,delete_medication
remove zoloft from list,delete_medication
zoloft discontinued,delete_medication
stop tracking crestor,delete_medication
I'm not on crestor anymore,delete_medication
discontinue crestor,delete_medication
remove crestor from list,delete_medication
crestor discontinued,delete_medication
stop tracking nexium,delete_medication
I'm not on nexium anymore,delete_medication
discontinue nexium,delete_medication
remove nexium from list,delete_medication
nexium discontinued,delete_medication
stop tracking omeprazole,delete_medication
I'm not on omeprazole anymore,delete_medication
discontinue omeprazole,delete_medication
remove omeprazole from list,delete_medication
omeprazole discontinued,delete_medication
how's my pill compliance,adherence_summary
am I remembering my medications,adherence_summary
how well am I doing with my meds,adherence_summary
medication compliance check,adherence_summary
pill adherence report,adherence_summary
how's my medication adherence,adherence_summary
am I taking my pills properly,adherence_summary
medication tracking stats,adherence_summary
pill compliance report,adherence_summary
how compliant am I with meds,adherence_summary
what pills am I on right now,medication_info
which drugs am I currently taking,medication_info
what medications am I on,medication_info
current medication list,medication_info
active medications,medication_info
what's on my medication list,medication_info
which pills am I taking,medication_info
my current prescriptions,medication_info
active prescriptions,medication_info
medications I'm taking now,medication_info
what's left on my list,medication_info
remaining medications,medication_info
what medications do I still have,medication_info
which pills are still active,medication_info
current active medications,medication_info
when should I take my next pill,check_next_dose
next pill time,check_next_dose
when's my next medication,check_next_dose
next dose timing,check_next_dose
upcoming medication time,check_next_dose
my doctor prescribed zoloft 50mg I take it every morning,add_medication
doctor gave me crestor 10mg for bedtime,add_medication
physician prescribed nexium 40mg I take it at 8am,add_medication
been prescribed omeprazole 20mg once daily,add_medication
doctor put me on wellbutrin 150mg in the afternoon,add_medication
starting zoloft 50mg in the morning,add_medication
beginning crestor 10mg at night,add_medication
I'm starting nexium 40mg at breakfast,add_medication
commencing omeprazole 20mg in the morning,add_medication
initiating wellbutrin 150mg afternoon dose,add_medication
I'll pass on crestor tonight,skip_dose
skipping nexium this morning,skip_dose
I'll pass on lipitor tonight,skip_dose
skipping prozac this morning,skip_dose
I'll pass on metformin tonight,skip_dose
skipping atorvastatin this morning,skip_dose
not taking zoloft this evening,skip_dose
passing on crestor this time,skip_dose
won't do nexium today,skip_dose
skipping my omeprazole,skip_dose
not taking my wellbutrin,skip_dose
passing on lipitor,skip_dose
won't do prozac,skip_dose
skipping my metformin dose,skip_dose
not taking atorvastatin dose,skip_dose
I'm passing on this dose,skip_dose
won't take this one,skip_dose
skipping this dose,skip_dose
not doing this medication,skip_dose
passing on this pill,skip_dose
just took zoloft,confirm_dose
just took crestor,confirm_dose
just took nexium,confirm_dose
just took omeprazole,confirm_dose
just took wellbutrin,confirm_dose
just took lipitor,confirm_dose
just took prozac,confirm_dose
just took metformin,confirm_dose
just took atorvastatin,confirm_dose
just took lisinopril,confirm_dose
finished zoloft,confirm_dose
finished crestor,confirm_dose
finished nexium,confirm_dose
finished omeprazole,confirm_dose
finished wellbutrin,confirm_dose
finished lipitor,confirm_dose
finished prozac,confirm_dose
finished metformin,confirm_dose
finished atorvastatin,confirm_dose
finished lisinopril,confirm_dose
zoloft done,confirm_dose
crestor done,confirm_dose
nexium done,confirm_dose
omeprazole done,confirm_dose
wellbutrin done,confirm_dose
lipitor done,confirm_dose
prozac done,confirm_dose
metformin done,confirm_dose
atorvastatin done,confirm_dose
lisinopril done,confirm_dose
took my zoloft pill,confirm_dose
took my crestor pill,confirm_dose
took my nexium pill,confirm_dose
took my omeprazole pill,confirm_dose
took my wellbutrin pill,confirm_dose
took my lipitor pill,confirm_dose
took my prozac pill,confirm_dose
took my metformin pill,confirm_dose
took my atorvastatin pill,confirm_dose
took my lisinopril pill,confirm_dose
I'm supposed to take lisinopril 5mg,add_medication
I'm supposed to take metformin 500mg,add_medication
I should be taking atorvastatin 10mg,add_medication
I should take omeprazole 20mg,add_medication
supposed to take nexium 40mg,add_medication
I am supposed to take zoloft 50mg,add_medication
supposed to be taking crestor 10mg,add_medication
I should be on wellbutrin 150mg,add_medication
I am supposed to be taking lipitor 20mg,add_medication
supposed to start prozac 40mg,add_medication
I have chest pain,emergency_symptom
my chest hurts,emergency_symptom
chest is hurting,emergency_symptom
I cant breathe,emergency_symptom
I can't breathe,emergency_symptom
difficulty breathing,emergency_symptom
trouble breathing,emergency_symptom
I think I'm having a heart attack,emergency_symptom
heart attack,emergency_symptom
I passed out,emergency_symptom
I feel unconscious,emergency_symptom
I had a seizure,emergency_symptom
my throat is closing,emergency_symptom
throat is swelling,emergency_symptom
I took too many pills,emergency_symptom
I think I overdosed,emergency_symptom
overdose,emergency_symptom
I swallowed too much,emergency_symptom
I'm bleeding heavily,emergency_symptom
I can't stop bleeding,emergency_symptom
coughing up blood,emergency_symptom
vomiting blood,emergency_symptom
my lips are blue,emergency_symptom
I won't wake up,emergency_symptom
severe allergic reaction,emergency_symptom
I have anaphylaxis,emergency_symptom
chst pain,emergency_symptom
cant breath,emergency_symptom
i cant breathe,emergency_symptom
my chset hurts,emergency_symptom
overdoze,emergency_symptom
i think i had hart attack,emergency_symptom
bleding heavily,emergency_symptom
I feel dizzy,symptom_report
I have a headache,symptom_report
my head hurts,symptom_report
I have a fever,symptom_report
I feel nauseous,symptom_report
I have nausea,symptom_report
I feel sick,symptom_report
I'm not feeling well,symptom_report
I have a sore throat,symptom_report
my throat hurts,symptom_report
I have back pain,symptom_report
my back hurts,symptom_report
I have a runny nose,symptom_report
I feel tired,symptom_report
I'm exhausted,symptom_report
I have a cough,symptom_report
I'm coughing,symptom_report
I have a rash,symptom_report
my stomach hurts,symptom_report
I have stomach pain,symptom_report
I feel bloated,symptom_report
I have diarrhea,symptom_report
I'm vomiting,symptom_report
I feel very dizzy,symptom_report
